"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"If a college football game could end in a tie, I'd definitely want it to be FSU and UF",FALSE,6,NA,2017-11-25 19:55:09,FALSE,NA,"934510789976907776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheGoatReturns",0,FALSE,FALSE,NA,NA
"RT @The_Norty: Don‚Äôt forget to tune in to the UF vs FSU game tomorrow in the prime time slot @ 10 am on Comedy Central!",FALSE,0,NA,2017-11-25 19:52:38,FALSE,NA,"934510158859898881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReiseUpAndFly",4,TRUE,FALSE,NA,NA
"RT @_DerekLowe: How people can think that #FSU and #UF are better teams than #UCF literally blows my mind. https://t.co/7oNzSDkNLl",FALSE,0,NA,2017-11-25 19:45:42,FALSE,NA,"934508410451759105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImGioKing",6,TRUE,FALSE,NA,NA
"The UF v FSU game is a joke this year. @allysonfielder I will root for my nole regardless",FALSE,2,NA,2017-11-25 19:42:07,FALSE,NA,"934507511868284930",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alexapink101",1,FALSE,FALSE,NA,NA
"Lets go FSU beat UF Ì†ºÌøπÌ†ΩÌ∞äÌ†ºÌøà",FALSE,0,NA,2017-11-25 19:38:43,FALSE,NA,"934506655160651777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","manny_murdahh",0,FALSE,FALSE,NA,NA
"Flipping back and forth between FSU vs UF and Ohio State vs Michigan #rivalryweekendÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç",FALSE,0,NA,2017-11-25 19:28:37,FALSE,NA,"934504112821063680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chelsbarnett_cb",0,FALSE,FALSE,NA,NA
"@Noflyzone_neely @streat_chris UCF would beat UF &amp; FSU. Foh !! Ì†ΩÌ∏Ç both them schools sorry af",FALSE,0,"Noflyzone_neely",2017-11-25 19:28:10,FALSE,"934501849633382402","934504000069697536","721445249","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CJBXXV",0,FALSE,FALSE,NA,NA
"@Steven_Alonzo @ScooterMagruder Memphis and USF. That‚Äôs 2 compared to FSU and UF‚Äôs combined 0",FALSE,1,"Steven_Alonzo",2017-11-25 19:16:12,FALSE,"934487424658558976","934500986734956544","311857424","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","407lmb",0,FALSE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 19:09:10,FALSE,NA,"934499219276222466",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaguarspls",25,TRUE,FALSE,NA,NA
"RT @itssaraekaryn: @imKLo @dannykanell Or you wear a FSU shirt because you couldn‚Äôt get into UF Ì†æÌ∑ê #gogators",FALSE,0,NA,2017-11-25 19:00:02,FALSE,NA,"934496920558587904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dragoncraze186",1,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 18:57:34,FALSE,NA,"934496297205235719",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DolphinsKnights",25,TRUE,FALSE,NA,NA
"One of the most dynamic opening to start any college football game FSU vs UF 2010! https://t.co/CKSXI0GYli",FALSE,0,NA,2017-11-25 18:48:03,FALSE,NA,"934493902706495489",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","itzmetc",0,FALSE,FALSE,NA,NA
"RT @_DerekLowe: How people can think that #FSU and #UF are better teams than #UCF literally blows my mind. https://t.co/7oNzSDkNLl",FALSE,0,NA,2017-11-25 18:47:30,FALSE,NA,"934493765473067008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BoulosAndrew",6,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 18:46:08,FALSE,NA,"934493420760059905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BanginBowman",25,TRUE,FALSE,NA,NA
"RT @_DerekLowe: How people can think that #FSU and #UF are better teams than #UCF literally blows my mind. https://t.co/7oNzSDkNLl",FALSE,0,NA,2017-11-25 18:45:11,FALSE,NA,"934493182846537728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RappJ65",6,TRUE,FALSE,NA,NA
"RT @_DerekLowe: How people can think that #FSU and #UF are better teams than #UCF literally blows my mind. https://t.co/7oNzSDkNLl",FALSE,0,NA,2017-11-25 18:44:03,FALSE,NA,"934492897067626496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NickBettelli",6,TRUE,FALSE,NA,NA
"I got into both. Thank you. RT @itssaraekaryn: @imKLo @dannykanell Or you wear a FSU shirt because you couldn‚Äôt get into UF Ì†æÌ∑ê #gogators",FALSE,0,NA,2017-11-25 18:39:34,FALSE,NA,"934491769751982080",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","imKLo",0,FALSE,FALSE,NA,NA
"Fsu &gt;&gt;&gt;&gt;UF in everything except basketball Ì†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏è",FALSE,0,NA,2017-11-25 18:37:35,FALSE,NA,"934491270776573954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_prettyflacko8",0,FALSE,FALSE,NA,NA
"@imKLo @dannykanell Or you wear a FSU shirt because you couldn‚Äôt get into UF Ì†æÌ∑ê #gogators",FALSE,2,"imKLo",2017-11-25 18:34:57,FALSE,"934053224151179264","934490609578053639","22846318","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itssaraekaryn",1,FALSE,FALSE,NA,NA
"RT @jimwall3: I honestly thought Reba was calling the UF/FSU game",FALSE,0,NA,2017-11-25 18:34:21,FALSE,NA,"934490455525478400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","REAL_DEAL31",1,TRUE,FALSE,NA,NA
"I honestly thought Reba was calling the UF/FSU game",FALSE,0,NA,2017-11-25 18:31:48,FALSE,NA,"934489816019939328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimwall3",1,FALSE,FALSE,NA,NA
"RT @_DerekLowe: How people can think that #FSU and #UF are better teams than #UCF literally blows my mind. https://t.co/7oNzSDkNLl",FALSE,0,NA,2017-11-25 18:27:17,FALSE,NA,"934488678541545474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jackooser",6,TRUE,FALSE,NA,NA
"How people can think that #FSU and #UF are better teams than #UCF literally blows my mind. https://t.co/7oNzSDkNLl",FALSE,14,NA,2017-11-25 18:26:53,FALSE,NA,"934488578427670533",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_DerekLowe",6,FALSE,FALSE,NA,NA
"Best college football teams in FL:

UCF
USF
Miami
FAU
FSU
UF

Does FGCU have a football program yet?",FALSE,0,NA,2017-11-25 18:26:19,FALSE,NA,"934488434474921984",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tommeyliang",0,FALSE,FALSE,NA,NA
"RT @JusCallMeRev: Can we talk about how #FSU is giving #UF that workkkkkkkkk",FALSE,0,NA,2017-11-25 18:25:19,FALSE,NA,"934488182615363584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheEsquireof212",1,TRUE,FALSE,NA,NA
"Can we talk about how #FSU is giving #UF that workkkkkkkkk",FALSE,1,NA,2017-11-25 18:23:22,FALSE,NA,"934487691810541570",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JusCallMeRev",1,FALSE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 18:17:33,FALSE,NA,"934486228942155781",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FierceMcPherson",25,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 18:16:29,FALSE,NA,"934485961248997376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaprasRider",25,TRUE,FALSE,NA,NA
"@BigOShow What about FAU? They should be in the convo at least.  Game would be more competitive than UF or FSU.  Jump on that lane train Ì†æÌ∂â!!",FALSE,1,"BigOShow",2017-11-25 18:13:13,FALSE,"934439072822628354","934485139404546048","23536653","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KnightmareUCF",0,FALSE,FALSE,NA,NA
"There are actually a surprising amount of people at the FSU/UF game.",FALSE,3,NA,2017-11-25 18:08:32,FALSE,NA,"934483958577991682",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UCF_Jaguar",0,FALSE,FALSE,NA,NA
"In other news: #UF &amp; FSU game https://t.co/7inpRa1TMP",FALSE,0,NA,2017-11-25 17:57:26,FALSE,NA,"934481167457374208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FredGriffinJr",0,FALSE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 17:54:42,FALSE,NA,"934480479839031297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2014Israel",25,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 17:54:22,FALSE,NA,"934480394229092355",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_neochase",25,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 17:53:56,FALSE,NA,"934480285026144256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrueDreamer_21",25,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 17:51:16,FALSE,NA,"934479613920776200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OmahaKid95",25,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 17:50:46,FALSE,NA,"934479489115000833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zach_goodall",25,TRUE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 17:49:40,FALSE,NA,"934479211393372160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5BearCummings5",25,TRUE,FALSE,NA,NA
"We're talking about the UF/FSU game bro, a real game that's so horrible we just want it to end. https://t.co/Oj8vSDTfHn",FALSE,1,NA,2017-11-25 17:49:31,FALSE,NA,"934479175016206337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CrlFrnkln",0,FALSE,FALSE,NA,NA
"RT @emesola: UCF would destroy UF and FSU.",FALSE,0,NA,2017-11-25 17:48:58,FALSE,NA,"934479035991654400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CFnews01",25,TRUE,FALSE,NA,NA
"UCF would destroy UF and FSU.",FALSE,184,NA,2017-11-25 17:44:16,FALSE,NA,"934477853617508352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emesola",25,FALSE,FALSE,NA,NA
"FSU fans stick with their team, most UF fans are UCF fans this season Ì†ΩÌ∏Ç",FALSE,5,NA,2017-11-25 17:43:44,FALSE,NA,"934477720225972224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","graysonfisher_",4,FALSE,FALSE,NA,NA
"Not very good QB play in this FSU/UF game... also very terrible commentating",FALSE,2,NA,2017-11-25 17:43:21,FALSE,NA,"934477623773810688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ckep7",0,FALSE,FALSE,NA,NA
"@Shep_TR My bad bro. I get heated at times with FSU/UF fans who trolls. Not every fan is like that of course, just‚Ä¶ https://t.co/iNhPILTYlO",FALSE,0,"Shep_TR",2017-11-25 17:33:39,TRUE,"934471129892360192","934475181422268416","399380168","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_GregP",0,FALSE,FALSE,NA,NA
"FSU &amp; UF fans still go back &amp; forth like they even matter anymore lmaaaooooo. Basically competing for worst team in‚Ä¶ https://t.co/DXH9X3GUzO",FALSE,0,NA,2017-11-25 17:25:37,TRUE,NA,"934473159021121537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JordanQuebe2",0,FALSE,FALSE,NA,NA
"Great day when you are out and about in Orlando on the Uf FSU game day and you see just as many UCF shirts #orlandohometeam",FALSE,3,NA,2017-11-25 17:25:02,FALSE,NA,"934473011364757506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimOakes1",0,FALSE,FALSE,NA,NA
"If you think that FSU an UF are two teams of a kind caliber i‚Äôm so sorry for you and i hope you get the help you need #GoNoles",FALSE,0,NA,2017-11-25 17:18:29,FALSE,NA,"934471364307771393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhatsUpSage",0,FALSE,FALSE,NA,NA
"RT @oldrowucf: It appears whoever wins this UF/FSU game will be on their way to a Playoff sp‚Äî oh wait nvm",FALSE,0,NA,2017-11-25 17:07:47,FALSE,NA,"934468670738370560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LowkieSelfMade",1,TRUE,FALSE,NA,NA
